Date,sensor0X,sensor0Y,sensor0Z,sensor1X,sensor1Y,sensor1Z,sensor2X,sensor2Y,sensor2Z,sensor3X,sensor3Y,sensor3Z,sensor4X,sensor4Y,sensor4Z,sensor5X,sensor5Y,sensor5Z,sensor6X,sensor6Y,sensor6Z,sensor7X,sensor7Y,sensor7Z
2022-6-20 17:44:27.164,-9.45,0.03,0.0,9.55,-0.01,-0.41,9.58,0.44,-0.16,9.58,0.01,-0.34,9.69,0.02,-0.37,-9.64,-0.56,0.12,9.53,-0.59,-0.26,9.67,-0.16,-0.3
2022-6-20 17:44:27.201,-9.45,0.03,0.0,9.56,-0.02,-0.38,9.57,0.44,-0.14,9.6,0.04,-0.34,9.7,0.01,-0.34,-9.66,-0.56,0.11,9.54,-0.58,-0.25,9.69,-0.15,-0.29
2022-6-20 17:44:27.239,-9.42,0.0,0.0,9.56,0.0,-0.41,9.55,0.44,-0.14,9.6,0.03,-0.36,9.66,0.04,-0.35,-9.63,-0.56,0.12,9.54,-0.59,-0.25,9.68,-0.14,-0.3
2022-6-20 17:44:27.266,-9.44,0.02,0.0,9.56,0.0,-0.4,9.59,0.42,-0.15,9.59,0.02,-0.34,9.68,0.02,-0.37,-9.64,-0.54,0.09,9.55,-0.57,-0.25,9.7,-0.15,-0.31
2022-6-20 17:44:27.300,-9.45,-0.01,-0.01,9.52,-0.03,-0.4,9.56,0.43,-0.15,9.59,0.03,-0.35,9.67,0.02,-0.34,-9.65,-0.56,0.09,9.54,-0.61,-0.25,9.69,-0.14,-0.27
2022-6-20 17:44:27.340,-9.44,0.06,-0.03,9.54,-0.02,-0.39,9.56,0.43,-0.15,9.6,0.03,-0.37,9.68,0.04,-0.34,-9.64,-0.56,0.11,9.53,-0.59,-0.26,9.69,-0.17,-0.33
2022-6-20 17:44:27.365,-9.44,0.02,0.0,9.53,-0.03,-0.4,9.56,0.43,-0.14,9.6,0.02,-0.35,9.69,0.04,-0.33,-9.63,-0.57,0.13,9.55,-0.58,-0.25,9.68,-0.15,-0.28
2022-6-20 17:44:27.398,-9.43,0.0,-0.02,9.52,-0.03,-0.37,9.56,0.43,-0.15,9.6,0.03,-0.34,9.68,0.01,-0.35,-9.63,-0.56,0.09,9.54,-0.59,-0.25,9.67,-0.15,-0.29
2022-6-20 17:44:27.439,-9.47,0.03,-0.03,9.55,-0.01,-0.4,9.57,0.41,-0.13,9.6,0.03,-0.38,9.7,0.02,-0.37,-9.65,-0.56,0.1,9.53,-0.59,-0.27,9.67,-0.16,-0.3
2022-6-20 17:44:27.464,-9.44,0.03,0.0,9.53,-0.01,-0.42,9.57,0.42,-0.12,9.6,0.03,-0.33,9.69,0.02,-0.34,-9.65,-0.56,0.11,9.54,-0.6,-0.23,9.67,-0.15,-0.3
2022-6-20 17:44:27.501,-9.44,0.01,-0.02,9.53,-0.06,-0.38,9.57,0.43,-0.15,9.59,0.0,-0.34,9.68,0.02,-0.36,-9.65,-0.55,0.07,9.54,-0.58,-0.25,9.69,-0.15,-0.31
2022-6-20 17:44:27.539,-9.45,0.03,0.0,9.55,-0.02,-0.43,9.57,0.43,-0.13,9.6,0.03,-0.35,9.67,0.04,-0.34,-9.65,-0.56,0.08,9.54,-0.58,-0.25,9.7,-0.16,-0.3
2022-6-20 17:44:27.566,-9.45,0.05,-0.03,9.54,0.0,-0.39,9.56,0.4,-0.15,9.59,0.02,-0.38,9.66,0.04,-0.36,-9.64,-0.56,0.11,9.52,-0.59,-0.26,9.71,-0.15,-0.3
2022-6-20 17:44:27.599,-9.46,0.01,0.0,9.55,-0.03,-0.41,9.56,0.44,-0.14,9.59,0.02,-0.36,9.67,0.02,-0.36,-9.66,-0.55,0.07,9.54,-0.58,-0.25,9.68,-0.16,-0.29
2022-6-20 17:44:27.639,-9.45,0.0,-0.02,9.52,-0.03,-0.39,9.57,0.45,-0.16,9.58,0.01,-0.33,9.69,0.02,-0.36,-9.66,-0.56,0.09,9.54,-0.59,-0.27,9.68,-0.14,-0.27
2022-6-20 17:44:27.665,-9.43,0.02,0.0,9.55,-0.03,-0.41,9.58,0.43,-0.14,9.6,0.03,-0.35,9.68,0.01,-0.35,-9.66,-0.56,0.12,9.54,-0.6,-0.22,9.68,-0.17,-0.3
2022-6-20 17:44:27.701,-9.46,0.03,0.0,9.52,-0.02,-0.38,9.57,0.44,-0.16,9.59,0.04,-0.33,9.69,0.03,-0.35,-9.63,-0.56,0.09,9.55,-0.58,-0.25,9.69,-0.16,-0.29
2022-6-20 17:44:27.740,-9.43,0.03,-0.01,9.53,-0.04,-0.4,9.55,0.44,-0.13,9.58,0.02,-0.39,9.67,0.03,-0.38,-9.65,-0.56,0.12,9.53,-0.59,-0.26,9.69,-0.16,-0.29
2022-6-20 17:44:27.766,-9.44,0.02,-0.01,9.53,-0.01,-0.37,9.56,0.45,-0.15,9.59,0.03,-0.36,9.69,0.01,-0.34,-9.65,-0.57,0.12,9.54,-0.59,-0.25,9.68,-0.16,-0.28
2022-6-20 17:44:27.801,-9.44,0.02,-0.03,9.54,0.0,-0.38,9.55,0.43,-0.15,9.61,0.0,-0.36,9.67,0.0,-0.36,-9.64,-0.56,0.08,9.54,-0.61,-0.25,9.68,-0.16,-0.28
2022-6-20 17:44:27.840,-9.46,0.0,-0.02,9.54,-0.01,-0.39,9.57,0.42,-0.14,9.6,0.01,-0.34,9.66,0.02,-0.37,-9.64,-0.56,0.09,9.55,-0.58,-0.24,9.67,-0.15,-0.31
2022-6-20 17:44:27.865,-9.43,0.0,0.0,9.54,-0.04,-0.37,9.57,0.43,-0.14,9.61,0.03,-0.36,9.66,0.02,-0.36,-9.65,-0.57,0.11,9.54,-0.57,-0.24,9.69,-0.18,-0.28
2022-6-20 17:44:27.902,-9.45,0.02,-0.01,9.54,-0.03,-0.41,9.56,0.41,-0.15,9.59,0.02,-0.36,9.66,0.03,-0.36,-9.65,-0.56,0.1,9.54,-0.6,-0.22,9.69,-0.16,-0.27
2022-6-20 17:44:27.939,-9.43,0.03,-0.02,9.55,-0.02,-0.39,9.57,0.42,-0.14,9.59,0.01,-0.36,9.67,0.01,-0.37,-9.63,-0.58,0.1,9.53,-0.58,-0.24,9.69,-0.15,-0.29
2022-6-20 17:44:27.967,-9.44,0.0,0.0,9.55,-0.04,-0.39,9.57,0.42,-0.17,9.58,0.03,-0.35,9.68,0.02,-0.37,-9.63,-0.56,0.11,9.53,-0.58,-0.26,9.7,-0.14,-0.28
2022-6-20 17:44:28.001,-9.44,0.01,0.01,9.54,0.0,-0.4,9.57,0.41,-0.14,9.6,0.02,-0.33,9.67,0.03,-0.35,-9.65,-0.56,0.07,9.53,-0.59,-0.26,9.68,-0.17,-0.27
2022-6-20 17:44:28.038,-9.44,0.02,-0.03,9.51,-0.01,-0.43,9.58,0.45,-0.15,9.58,0.03,-0.37,9.67,0.01,-0.34,-9.63,-0.56,0.09,9.53,-0.58,-0.26,9.68,-0.16,-0.27
2022-6-20 17:44:28.065,-9.44,0.0,-0.01,9.54,-0.03,-0.36,9.56,0.43,-0.15,9.61,0.03,-0.35,9.68,0.04,-0.35,-9.64,-0.56,0.09,9.55,-0.59,-0.25,9.68,-0.14,-0.26
2022-6-20 17:44:28.104,-9.45,0.01,0.0,9.52,-0.01,-0.38,9.58,0.43,-0.14,9.58,0.03,-0.36,9.66,0.02,-0.35,-9.65,-0.56,0.09,9.56,-0.57,-0.25,9.7,-0.14,-0.26
2022-6-20 17:44:28.140,-9.43,0.0,0.0,9.56,-0.01,-0.38,9.57,0.41,-0.14,9.6,0.0,-0.35,9.68,0.05,-0.35,-9.63,-0.56,0.13,9.53,-0.59,-0.24,9.69,-0.14,-0.27
2022-6-20 17:44:28.164,-9.44,0.03,0.0,9.54,-0.03,-0.39,9.58,0.39,-0.14,9.61,0.02,-0.35,9.69,0.02,-0.36,-9.65,-0.56,0.11,9.55,-0.59,-0.25,9.71,-0.16,-0.28
2022-6-20 17:44:28.201,-9.44,0.01,0.0,9.55,-0.01,-0.4,9.57,0.42,-0.14,9.61,0.02,-0.37,9.66,0.02,-0.34,-9.64,-0.56,0.08,9.53,-0.57,-0.25,9.7,-0.14,-0.29
2022-6-20 17:44:28.239,-9.45,0.0,0.0,9.54,-0.02,-0.38,9.57,0.43,-0.14,9.61,0.05,-0.35,9.68,0.02,-0.33,-9.63,-0.56,0.11,9.53,-0.58,-0.27,9.68,-0.17,-0.29
2022-6-20 17:44:28.267,-9.44,0.01,0.0,9.52,0.0,-0.39,9.56,0.43,-0.14,9.61,0.03,-0.35,9.68,0.03,-0.35,-9.65,-0.56,0.11,9.55,-0.56,-0.24,9.7,-0.18,-0.28
2022-6-20 17:44:28.303,-9.47,0.01,0.0,9.53,-0.01,-0.37,9.58,0.44,-0.14,9.59,0.02,-0.33,9.67,0.02,-0.34,-9.66,-0.56,0.11,9.55,-0.57,-0.25,9.69,-0.17,-0.3
2022-6-20 17:44:28.342,-9.44,0.02,-0.02,9.56,-0.01,-0.39,9.56,0.43,-0.15,9.58,0.03,-0.37,9.67,0.02,-0.38,-9.66,-0.56,0.1,9.54,-0.58,-0.25,9.72,-0.16,-0.29
2022-6-20 17:44:28.365,-9.43,0.02,0.0,9.52,-0.02,-0.39,9.56,0.44,-0.14,9.6,0.02,-0.33,9.67,0.01,-0.35,-9.65,-0.55,0.11,9.54,-0.58,-0.24,9.68,-0.17,-0.27
2022-6-20 17:44:28.402,-9.44,0.02,0.0,9.55,-0.02,-0.42,9.54,0.44,-0.14,9.6,0.01,-0.35,9.68,0.03,-0.35,-9.66,-0.56,0.1,9.55,-0.56,-0.25,9.67,-0.16,-0.28
2022-6-20 17:44:28.439,-9.44,0.02,0.0,9.52,-0.04,-0.4,9.54,0.45,-0.15,9.58,0.01,-0.36,9.65,0.01,-0.36,-9.64,-0.55,0.1,9.54,-0.58,-0.25,9.68,-0.16,-0.3
2022-6-20 17:44:28.468,-9.44,0.0,-0.02,9.53,-0.06,-0.41,9.59,0.42,-0.15,9.61,0.03,-0.34,9.7,0.02,-0.38,-9.65,-0.56,0.11,9.53,-0.58,-0.24,9.68,-0.16,-0.31
2022-6-20 17:44:28.503,-9.43,0.01,-0.01,9.56,-0.01,-0.39,9.57,0.42,-0.15,9.59,0.03,-0.35,9.69,0.03,-0.33,-9.64,-0.58,0.11,9.55,-0.56,-0.25,9.7,-0.15,-0.29
2022-6-20 17:44:28.541,-9.44,0.0,-0.01,9.55,-0.01,-0.42,9.57,0.44,-0.17,9.61,0.02,-0.34,9.66,0.0,-0.36,-9.65,-0.57,0.11,9.54,-0.56,-0.24,9.69,-0.14,-0.28
2022-6-20 17:44:28.566,-9.44,0.01,-0.01,9.53,-0.04,-0.39,9.56,0.41,-0.15,9.59,0.02,-0.36,9.67,0.05,-0.36,-9.65,-0.56,0.1,9.53,-0.57,-0.26,9.69,-0.17,-0.27
2022-6-20 17:44:28.602,-9.46,0.05,0.0,9.53,-0.02,-0.4,9.57,0.43,-0.15,9.58,0.04,-0.35,9.65,0.02,-0.35,-9.64,-0.56,0.09,9.55,-0.58,-0.27,9.68,-0.14,-0.27
2022-6-20 17:44:28.640,-9.43,0.01,-0.02,9.53,-0.03,-0.42,9.57,0.45,-0.16,9.59,0.01,-0.35,9.7,0.02,-0.36,-9.65,-0.57,0.11,9.54,-0.58,-0.26,9.67,-0.15,-0.3
2022-6-20 17:44:28.665,-9.43,0.02,-0.03,9.55,-0.03,-0.4,9.56,0.43,-0.13,9.61,0.02,-0.36,9.69,0.01,-0.35,-9.63,-0.56,0.1,9.56,-0.58,-0.22,9.68,-0.15,-0.31
2022-6-20 17:44:28.701,-9.43,0.05,-0.01,9.52,-0.04,-0.43,9.58,0.43,-0.15,9.59,0.02,-0.34,9.67,0.02,-0.37,-9.62,-0.56,0.09,9.54,-0.59,-0.26,9.69,-0.14,-0.28
2022-6-20 17:44:28.742,-9.44,0.03,0.0,9.54,-0.05,-0.43,9.57,0.41,-0.13,9.59,0.01,-0.34,9.66,0.02,-0.35,-9.64,-0.58,0.11,9.53,-0.59,-0.26,9.69,-0.16,-0.3
2022-6-20 17:44:28.767,-9.45,0.0,-0.01,9.53,-0.05,-0.4,9.56,0.45,-0.15,9.6,0.03,-0.35,9.67,0.02,-0.37,-9.64,-0.55,0.11,9.54,-0.58,-0.26,9.68,-0.16,-0.27
2022-6-20 17:44:28.804,-9.43,0.02,-0.01,9.51,-0.04,-0.39,9.55,0.44,-0.15,9.61,0.04,-0.35,9.68,0.03,-0.34,-9.63,-0.57,0.09,9.55,-0.56,-0.27,9.7,-0.16,-0.29
2022-6-20 17:44:28.840,-9.42,0.02,0.0,9.54,-0.03,-0.43,9.58,0.44,-0.15,9.6,0.0,-0.36,9.67,0.04,-0.33,-9.62,-0.56,0.12,9.53,-0.57,-0.26,9.69,-0.15,-0.31
2022-6-20 17:44:28.864,-9.45,0.01,-0.01,9.53,-0.02,-0.39,9.59,0.42,-0.14,9.59,0.03,-0.34,9.66,0.02,-0.33,-9.64,-0.56,0.11,9.54,-0.59,-0.26,9.7,-0.15,-0.3
2022-6-20 17:44:28.903,-9.44,0.02,0.0,9.52,-0.04,-0.4,9.56,0.42,-0.14,9.59,0.02,-0.34,9.66,0.01,-0.35,-9.64,-0.57,0.09,9.55,-0.59,-0.26,9.7,-0.16,-0.27
2022-6-20 17:44:28.939,-9.44,0.02,-0.02,9.54,-0.02,-0.4,9.57,0.43,-0.15,9.6,0.04,-0.35,9.67,0.02,-0.37,-9.65,-0.57,0.11,9.54,-0.59,-0.27,9.67,-0.16,-0.28
2022-6-20 17:44:28.966,-9.43,0.01,0.0,9.53,-0.03,-0.4,9.56,0.41,-0.14,9.59,0.02,-0.35,9.68,0.01,-0.33,-9.65,-0.56,0.1,9.56,-0.57,-0.25,9.7,-0.16,-0.29
2022-6-20 17:44:29.001,-9.43,0.02,-0.01,9.54,-0.04,-0.39,9.58,0.42,-0.14,9.59,0.04,-0.35,9.69,0.03,-0.34,-9.65,-0.57,0.11,9.53,-0.58,-0.26,9.68,-0.15,-0.29
2022-6-20 17:44:29.038,-9.44,0.02,0.0,9.54,-0.03,-0.4,9.56,0.44,-0.14,9.59,0.02,-0.36,9.66,0.02,-0.36,-9.64,-0.56,0.12,9.55,-0.59,-0.24,9.66,-0.15,-0.29
2022-6-20 17:44:29.062,-9.44,0.01,-0.01,9.53,-0.05,-0.39,9.56,0.44,-0.15,9.6,0.01,-0.37,9.69,0.01,-0.35,-9.66,-0.56,0.12,9.53,-0.59,-0.22,9.67,-0.19,-0.26
2022-6-20 17:44:29.099,-9.45,0.01,-0.02,9.52,-0.05,-0.37,9.57,0.43,-0.14,9.6,0.02,-0.33,9.67,0.03,-0.38,-9.63,-0.56,0.07,9.54,-0.58,-0.24,9.68,-0.13,-0.26
2022-6-20 17:44:29.139,-9.43,0.0,-0.03,9.56,0.0,-0.4,9.56,0.45,-0.14,9.59,0.02,-0.33,9.68,0.0,-0.35,-9.65,-0.56,0.13,9.55,-0.58,-0.27,9.68,-0.17,-0.29
2022-6-20 17:44:29.177,-9.45,0.02,-0.03,9.53,-0.04,-0.39,9.58,0.42,-0.16,9.59,0.0,-0.35,9.66,0.02,-0.41,-9.63,-0.56,0.12,9.52,-0.58,-0.24,9.69,-0.16,-0.31
2022-6-20 17:44:29.197,-9.43,0.03,-0.02,9.52,-0.03,-0.41,9.57,0.44,-0.15,9.58,0.01,-0.33,9.67,0.01,-0.37,-9.65,-0.58,0.09,9.54,-0.58,-0.25,9.67,-0.16,-0.29
2022-6-20 17:44:29.235,-9.43,0.0,-0.02,9.53,-0.03,-0.38,9.55,0.43,-0.15,9.59,0.02,-0.37,9.68,0.01,-0.35,-9.66,-0.56,0.11,9.53,-0.56,-0.25,9.7,-0.17,-0.29
2022-6-20 17:44:29.274,-9.44,0.02,-0.01,9.51,-0.02,-0.38,9.58,0.42,-0.15,9.59,0.02,-0.35,9.67,0.03,-0.37,-9.64,-0.56,0.09,9.54,-0.61,-0.25,9.68,-0.15,-0.3
2022-6-20 17:44:29.296,-9.44,0.01,-0.01,9.53,-0.03,-0.4,9.57,0.45,-0.14,9.59,0.02,-0.33,9.68,0.02,-0.36,-9.65,-0.57,0.12,9.52,-0.59,-0.25,9.69,-0.18,-0.3
2022-6-20 17:44:29.333,-9.43,0.0,-0.04,9.53,-0.03,-0.43,9.56,0.43,-0.14,9.61,0.03,-0.35,9.68,0.01,-0.34,-9.66,-0.56,0.11,9.54,-0.58,-0.29,9.7,-0.18,-0.29
2022-6-20 17:44:29.374,-9.45,0.01,-0.04,9.55,0.0,-0.41,9.58,0.45,-0.16,9.6,0.0,-0.37,9.67,0.02,-0.38,-9.64,-0.55,0.11,9.55,-0.58,-0.26,9.67,-0.15,-0.31
2022-6-20 17:44:29.397,-9.45,0.04,-0.03,9.54,-0.02,-0.41,9.57,0.42,-0.15,9.6,0.02,-0.34,9.65,0.04,-0.35,-9.65,-0.57,0.11,9.54,-0.59,-0.24,9.69,-0.16,-0.29
2022-6-20 17:44:29.435,-9.45,0.02,-0.05,9.53,-0.02,-0.4,9.56,0.41,-0.15,9.6,0.02,-0.32,9.7,0.03,-0.38,-9.64,-0.57,0.11,9.52,-0.59,-0.26,9.68,-0.15,-0.29
2022-6-20 17:44:29.475,-9.45,0.0,-0.01,9.54,-0.02,-0.38,9.55,0.44,-0.16,9.6,0.02,-0.4,9.68,0.03,-0.38,-9.65,-0.56,0.09,9.53,-0.58,-0.25,9.68,-0.15,-0.29
2022-6-20 17:44:29.497,-9.45,0.0,0.0,9.55,-0.03,-0.41,9.56,0.44,-0.15,9.59,0.03,-0.34,9.67,0.02,-0.33,-9.65,-0.56,0.12,9.55,-0.58,-0.25,9.68,-0.14,-0.28
2022-6-20 17:44:29.533,-9.44,0.03,-0.02,9.52,-0.05,-0.38,9.57,0.43,-0.15,9.58,0.03,-0.35,9.7,0.02,-0.37,-9.64,-0.55,0.1,9.55,-0.57,-0.25,9.68,-0.15,-0.31
2022-6-20 17:44:29.575,-9.44,0.0,0.0,9.52,-0.04,-0.38,9.58,0.44,-0.15,9.61,0.03,-0.38,9.67,0.03,-0.39,-9.63,-0.58,0.1,9.54,-0.57,-0.25,9.69,-0.15,-0.29
2022-6-20 17:44:29.599,-9.44,0.02,-0.01,9.53,-0.01,-0.39,9.56,0.42,-0.14,9.6,0.02,-0.36,9.69,0.03,-0.36,-9.65,-0.56,0.13,9.53,-0.59,-0.26,9.69,-0.16,-0.28
2022-6-20 17:44:29.635,-9.46,0.01,-0.03,9.55,-0.02,-0.43,9.55,0.43,-0.15,9.6,0.01,-0.37,9.7,0.01,-0.36,-9.64,-0.56,0.09,9.52,-0.58,-0.28,9.7,-0.16,-0.29
2022-6-20 17:44:29.676,-9.45,0.02,0.0,9.52,-0.02,-0.39,9.58,0.42,-0.17,9.6,0.05,-0.38,9.66,0.03,-0.37,-9.65,-0.57,0.11,9.55,-0.57,-0.27,9.69,-0.15,-0.28
2022-6-20 17:44:29.698,-9.44,0.0,0.0,9.55,-0.01,-0.39,9.57,0.42,-0.15,9.58,0.02,-0.34,9.66,0.03,-0.35,-9.64,-0.56,0.11,9.54,-0.58,-0.27,9.68,-0.16,-0.26
2022-6-20 17:44:29.735,-9.43,0.0,-0.02,9.56,-0.01,-0.41,9.55,0.44,-0.12,9.58,0.01,-0.33,9.65,0.01,-0.38,-9.64,-0.57,0.11,9.54,-0.57,-0.27,9.69,-0.15,-0.27
2022-6-20 17:44:29.776,-9.43,0.0,-0.03,9.55,0.0,-0.4,9.56,0.42,-0.15,9.6,0.03,-0.4,9.7,0.03,-0.39,-9.66,-0.54,0.1,9.54,-0.56,-0.24,9.67,-0.14,-0.3
2022-6-20 17:44:29.798,-9.45,0.01,-0.01,9.53,-0.01,-0.39,9.55,0.42,-0.15,9.61,0.03,-0.34,9.65,0.01,-0.37,-9.63,-0.56,0.1,9.54,-0.57,-0.26,9.7,-0.16,-0.29
2022-6-20 17:44:29.836,-9.43,0.0,-0.03,9.54,-0.04,-0.4,9.56,0.46,-0.15,9.6,0.01,-0.35,9.68,0.02,-0.39,-9.65,-0.58,0.12,9.54,-0.57,-0.26,9.68,-0.16,-0.31
2022-6-20 17:44:29.874,-9.43,0.01,0.0,9.53,-0.02,-0.41,9.55,0.44,-0.15,9.61,0.0,-0.36,9.67,0.04,-0.37,-9.64,-0.56,0.12,9.53,-0.58,-0.24,9.67,-0.15,-0.28
2022-6-20 17:44:29.897,-9.43,0.02,0.0,9.53,-0.03,-0.38,9.57,0.43,-0.15,9.59,0.0,-0.35,9.66,0.04,-0.34,-9.64,-0.56,0.1,9.55,-0.58,-0.26,9.67,-0.15,-0.28
2022-6-20 17:44:29.935,-9.45,0.0,-0.03,9.53,-0.04,-0.4,9.56,0.42,-0.15,9.6,0.01,-0.36,9.68,0.03,-0.37,-9.64,-0.57,0.12,9.54,-0.57,-0.27,9.69,-0.16,-0.29
2022-6-20 17:44:29.976,-9.43,0.04,-0.04,9.53,-0.03,-0.38,9.57,0.44,-0.16,9.61,0.02,-0.34,9.67,0.04,-0.38,-9.65,-0.56,0.11,9.54,-0.58,-0.24,9.68,-0.17,-0.3
2022-6-20 17:44:30.000,-9.43,0.02,0.0,9.56,-0.02,-0.41,9.56,0.43,-0.15,9.59,0.02,-0.35,9.66,0.04,-0.36,-9.64,-0.56,0.11,9.54,-0.57,-0.25,9.68,-0.16,-0.29
2022-6-20 17:44:30.037,-9.45,0.02,-0.03,9.54,-0.01,-0.41,9.56,0.41,-0.17,9.6,0.01,-0.34,9.7,0.03,-0.36,-9.64,-0.56,0.11,9.53,-0.59,-0.26,9.69,-0.17,-0.25
2022-6-20 17:44:30.078,-9.43,0.04,-0.01,9.54,-0.03,-0.38,9.57,0.41,-0.17,9.59,0.02,-0.33,9.67,0.02,-0.4,-9.64,-0.57,0.11,9.57,-0.6,-0.23,9.68,-0.13,-0.29
2022-6-20 17:44:30.101,-9.46,0.03,-0.02,9.53,-0.01,-0.4,9.57,0.42,-0.16,9.6,0.02,-0.33,9.65,0.02,-0.38,-9.66,-0.56,0.11,9.56,-0.58,-0.27,9.68,-0.16,-0.3
2022-6-20 17:44:30.138,-9.45,0.0,-0.02,9.54,0.0,-0.42,9.54,0.43,-0.15,9.61,0.01,-0.33,9.66,0.01,-0.36,-9.65,-0.56,0.11,9.55,-0.57,-0.25,9.68,-0.15,-0.28
2022-6-20 17:44:30.175,-9.45,0.0,-0.02,9.56,-0.03,-0.41,9.56,0.44,-0.15,9.59,0.03,-0.35,9.66,0.0,-0.39,-9.63,-0.57,0.12,9.53,-0.58,-0.27,9.68,-0.16,-0.31
2022-6-20 17:44:30.201,-9.45,0.02,-0.01,9.54,-0.02,-0.4,9.56,0.44,-0.14,9.61,0.02,-0.36,9.66,0.05,-0.35,-9.65,-0.56,0.1,9.55,-0.58,-0.29,9.69,-0.14,-0.26
2022-6-20 17:44:30.237,-9.45,0.01,0.0,9.54,-0.04,-0.41,9.56,0.43,-0.16,9.61,0.03,-0.35,9.67,0.01,-0.37,-9.63,-0.55,0.11,9.55,-0.58,-0.27,9.68,-0.18,-0.31
2022-6-20 17:44:30.271,-9.42,0.01,0.0,9.54,-0.04,-0.4,9.57,0.45,-0.14,9.6,0.01,-0.34,9.65,0.04,-0.36,-9.65,-0.56,0.12,9.54,-0.6,-0.25,9.68,-0.18,-0.3
2022-6-20 17:44:30.306,-9.44,0.0,-0.02,9.55,-0.03,-0.41,9.56,0.45,-0.14,9.61,0.02,-0.33,9.68,0.01,-0.34,-9.64,-0.56,0.1,9.53,-0.59,-0.28,9.68,-0.17,-0.27
2022-6-20 17:44:30.342,-9.42,0.0,-0.01,9.54,-0.02,-0.42,9.56,0.42,-0.14,9.6,0.0,-0.35,9.68,0.03,-0.34,-9.63,-0.56,0.11,9.53,-0.59,-0.27,9.69,-0.13,-0.3
2022-6-20 17:44:30.380,-9.43,0.0,0.0,9.54,-0.02,-0.41,9.56,0.43,-0.15,9.61,0.02,-0.35,9.68,0.03,-0.38,-9.64,-0.56,0.11,9.55,-0.6,-0.24,9.69,-0.16,-0.29
2022-6-20 17:44:30.402,-9.44,0.01,0.0,9.54,-0.02,-0.39,9.56,0.44,-0.14,9.6,0.02,-0.37,9.68,0.01,-0.36,-9.64,-0.56,0.1,9.55,-0.57,-0.26,9.68,-0.14,-0.26
2022-6-20 17:44:30.437,-9.45,0.02,-0.02,9.53,-0.02,-0.38,9.57,0.43,-0.14,9.58,0.02,-0.32,9.68,0.0,-0.34,-9.66,-0.57,0.12,9.54,-0.58,-0.26,9.69,-0.16,-0.28
2022-6-20 17:44:30.474,-9.43,0.02,-0.01,9.53,-0.01,-0.43,9.6,0.43,-0.16,9.59,0.03,-0.35,9.66,0.02,-0.37,-9.65,-0.56,0.1,9.53,-0.61,-0.23,9.69,-0.13,-0.3
2022-6-20 17:44:30.508,-9.45,0.01,-0.02,9.55,-0.03,-0.4,9.58,0.4,-0.15,9.6,0.03,-0.35,9.68,0.04,-0.35,-9.64,-0.55,0.11,9.55,-0.6,-0.25,9.67,-0.15,-0.26
2022-6-20 17:44:30.532,-9.44,0.0,-0.03,9.56,-0.01,-0.44,9.57,0.44,-0.15,9.61,0.03,-0.38,9.7,0.03,-0.34,-9.64,-0.56,0.1,9.55,-0.58,-0.3,9.7,-0.16,-0.29
2022-6-20 17:44:30.568,-9.44,0.0,-0.03,9.55,0.0,-0.4,9.54,0.43,-0.14,9.59,0.03,-0.37,9.69,0.03,-0.37,-9.62,-0.55,0.07,9.53,-0.57,-0.24,9.67,-0.16,-0.33
2022-6-20 17:44:30.604,-9.46,0.04,-0.03,9.55,-0.01,-0.41,9.56,0.44,-0.14,9.6,0.02,-0.37,9.67,0.02,-0.35,-9.65,-0.56,0.1,9.53,-0.58,-0.26,9.68,-0.15,-0.29
2022-6-20 17:44:30.642,-9.43,0.0,-0.01,9.52,-0.04,-0.41,9.58,0.42,-0.15,9.6,0.02,-0.35,9.7,0.03,-0.35,-9.66,-0.56,0.11,9.55,-0.58,-0.28,9.68,-0.16,-0.27
2022-6-20 17:44:30.681,-9.44,0.0,0.0,9.54,-0.02,-0.41,9.56,0.44,-0.15,9.61,0.03,-0.36,9.67,0.03,-0.37,-9.65,-0.56,0.1,9.55,-0.58,-0.27,9.69,-0.16,-0.3
2022-6-20 17:44:30.703,-9.43,0.0,-0.01,9.55,-0.01,-0.41,9.56,0.42,-0.15,9.6,0.02,-0.36,9.67,0.03,-0.35,-9.66,-0.56,0.13,9.55,-0.58,-0.24,9.7,-0.14,-0.29
