Date,sensor0X,sensor0Y,sensor0Z,sensor1X,sensor1Y,sensor1Z,sensor2X,sensor2Y,sensor2Z,sensor3X,sensor3Y,sensor3Z,sensor4X,sensor4Y,sensor4Z,sensor5X,sensor5Y,sensor5Z,sensor6X,sensor6Y,sensor6Z,sensor7X,sensor7Y,sensor7Z
2022-6-20 17:44:30.740,-9.43,0.01,-0.03,9.55,-0.02,-0.38,9.57,0.42,-0.15,9.61,0.01,-0.35,9.66,0.0,-0.38,-9.63,-0.55,0.11,9.54,-0.58,-0.29,9.68,-0.16,-0.3
2022-6-20 17:44:30.775,-9.45,0.0,0.0,9.55,0.0,-0.38,9.56,0.43,-0.16,9.61,0.02,-0.37,9.7,0.01,-0.35,-9.65,-0.57,0.1,9.54,-0.57,-0.26,9.68,-0.15,-0.3
2022-6-20 17:44:30.799,-9.44,0.01,-0.01,9.54,-0.03,-0.39,9.57,0.42,-0.14,9.56,0.03,-0.33,9.66,0.04,-0.35,-9.65,-0.56,0.11,9.55,-0.59,-0.25,9.68,-0.15,-0.3
2022-6-20 17:44:30.835,-9.45,0.01,-0.03,9.53,-0.04,-0.41,9.57,0.45,-0.15,9.59,0.01,-0.35,9.68,0.02,-0.36,-9.64,-0.56,0.12,9.53,-0.6,-0.27,9.69,-0.16,-0.29
2022-6-20 17:44:30.873,-9.45,0.01,-0.03,9.54,-0.02,-0.41,9.56,0.42,-0.16,9.6,0.02,-0.33,9.69,0.02,-0.38,-9.64,-0.56,0.1,9.54,-0.59,-0.22,9.68,-0.18,-0.29
2022-6-20 17:44:30.904,-9.43,0.01,0.0,9.55,-0.01,-0.39,9.56,0.43,-0.15,9.6,0.01,-0.36,9.67,0.03,-0.36,-9.64,-0.55,0.09,9.55,-0.6,-0.24,9.68,-0.16,-0.27
2022-6-20 17:44:30.944,-9.44,0.01,-0.02,9.53,-0.03,-0.38,9.55,0.43,-0.16,9.59,0.02,-0.36,9.69,0.05,-0.37,-9.64,-0.56,0.1,9.54,-0.59,-0.28,9.69,-0.14,-0.28
2022-6-20 17:44:30.981,-9.44,0.01,-0.01,9.55,-0.01,-0.39,9.55,0.42,-0.16,9.6,0.02,-0.35,9.66,0.04,-0.34,-9.64,-0.56,0.11,9.55,-0.6,-0.23,9.68,-0.16,-0.29
2022-6-20 17:44:31.001,-9.44,0.02,-0.01,9.54,-0.01,-0.41,9.59,0.44,-0.13,9.59,0.03,-0.36,9.67,0.01,-0.37,-9.63,-0.56,0.11,9.53,-0.59,-0.23,9.7,-0.15,-0.3
2022-6-20 17:44:31.038,-9.42,0.02,-0.01,9.56,-0.02,-0.42,9.57,0.44,-0.14,9.58,0.01,-0.39,9.67,0.02,-0.34,-9.64,-0.57,0.12,9.54,-0.59,-0.25,9.67,-0.17,-0.29
2022-6-20 17:44:31.078,-9.42,0.0,-0.02,9.54,-0.03,-0.4,9.56,0.44,-0.15,9.61,0.02,-0.34,9.67,0.01,-0.34,-9.65,-0.56,0.09,9.53,-0.58,-0.25,9.67,-0.17,-0.29
2022-6-20 17:44:31.103,-9.45,0.02,0.0,9.55,-0.02,-0.39,9.57,0.41,-0.15,9.58,0.01,-0.32,9.68,0.03,-0.36,-9.64,-0.57,0.11,9.55,-0.56,-0.25,9.68,-0.15,-0.27
2022-6-20 17:44:31.140,-9.44,0.0,0.0,9.54,0.0,-0.39,9.57,0.43,-0.15,9.59,0.01,-0.34,9.68,0.03,-0.35,-9.65,-0.57,0.13,9.53,-0.58,-0.26,9.69,-0.15,-0.31
2022-6-20 17:44:31.180,-9.45,0.0,-0.02,9.55,-0.01,-0.41,9.58,0.43,-0.14,9.59,0.02,-0.37,9.68,0.02,-0.35,-9.65,-0.56,0.09,9.53,-0.58,-0.25,9.68,-0.14,-0.28
2022-6-20 17:44:31.204,-9.44,0.03,-0.05,9.54,-0.03,-0.38,9.55,0.44,-0.13,9.6,0.02,-0.34,9.67,0.03,-0.37,-9.64,-0.56,0.11,9.54,-0.59,-0.23,9.7,-0.17,-0.29
2022-6-20 17:44:31.239,-9.44,0.03,-0.01,9.53,0.0,-0.41,9.55,0.43,-0.15,9.57,0.0,-0.35,9.68,0.02,-0.38,-9.66,-0.56,0.11,9.53,-0.57,-0.25,9.71,-0.16,-0.27
2022-6-20 17:44:31.280,-9.44,0.0,-0.03,9.55,-0.02,-0.39,9.57,0.44,-0.17,9.59,0.01,-0.37,9.67,0.03,-0.39,-9.64,-0.57,0.07,9.53,-0.57,-0.26,9.69,-0.14,-0.3
2022-6-20 17:44:31.304,-9.46,0.03,-0.03,9.54,-0.02,-0.4,9.58,0.43,-0.14,9.61,0.03,-0.34,9.67,0.0,-0.36,-9.64,-0.56,0.12,9.54,-0.58,-0.23,9.66,-0.16,-0.27
2022-6-20 17:44:31.340,-9.45,0.01,-0.02,9.54,-0.01,-0.4,9.56,0.46,-0.16,9.6,0.02,-0.38,9.68,0.01,-0.37,-9.65,-0.56,0.11,9.55,-0.59,-0.26,9.68,-0.16,-0.3
2022-6-20 17:44:31.382,-9.44,0.01,-0.02,9.54,-0.04,-0.43,9.55,0.44,-0.14,9.61,0.02,-0.35,9.69,0.01,-0.35,-9.65,-0.57,0.1,9.55,-0.6,-0.25,9.7,-0.17,-0.32
2022-6-20 17:44:31.402,-9.43,0.02,-0.05,9.54,-0.04,-0.39,9.57,0.42,-0.15,9.59,0.02,-0.34,9.66,0.03,-0.37,-9.64,-0.56,0.08,9.54,-0.6,-0.23,9.71,-0.16,-0.29
2022-6-20 17:44:31.444,-9.45,0.01,-0.02,9.53,-0.03,-0.41,9.56,0.42,-0.16,9.6,0.02,-0.36,9.7,0.01,-0.35,-9.65,-0.56,0.13,9.53,-0.59,-0.25,9.69,-0.17,-0.28
2022-6-20 17:44:31.480,-9.45,0.0,-0.03,9.57,-0.03,-0.39,9.56,0.42,-0.15,9.59,0.01,-0.35,9.66,0.03,-0.35,-9.63,-0.55,0.09,9.53,-0.61,-0.25,9.69,-0.15,-0.31
2022-6-20 17:44:31.504,-9.44,0.01,0.0,9.51,-0.03,-0.41,9.56,0.44,-0.14,9.61,0.03,-0.38,9.67,0.04,-0.33,-9.64,-0.57,0.12,9.53,-0.59,-0.29,9.69,-0.16,-0.27
2022-6-20 17:44:31.541,-9.45,0.02,0.0,9.54,0.0,-0.41,9.57,0.41,-0.15,9.58,0.03,-0.38,9.68,0.04,-0.36,-9.64,-0.57,0.12,9.54,-0.59,-0.25,9.69,-0.14,-0.27
2022-6-20 17:44:31.579,-9.46,0.0,-0.03,9.54,-0.02,-0.39,9.55,0.44,-0.15,9.59,0.02,-0.33,9.65,0.02,-0.37,-9.65,-0.56,0.11,9.56,-0.59,-0.26,9.69,-0.15,-0.3
2022-6-20 17:44:31.603,-9.45,0.02,-0.04,9.51,-0.01,-0.39,9.57,0.44,-0.13,9.61,0.01,-0.34,9.65,0.04,-0.36,-9.63,-0.58,0.11,9.55,-0.57,-0.24,9.69,-0.15,-0.28
2022-6-20 17:44:31.640,-9.45,0.0,0.0,9.55,-0.02,-0.4,9.56,0.43,-0.16,9.6,0.01,-0.36,9.69,0.01,-0.37,-9.63,-0.56,0.1,9.53,-0.59,-0.28,9.69,-0.15,-0.29
2022-6-20 17:44:31.681,-9.44,0.0,0.0,9.52,-0.01,-0.39,9.53,0.44,-0.15,9.58,0.04,-0.37,9.67,0.02,-0.37,-9.65,-0.58,0.11,9.54,-0.6,-0.27,9.72,-0.15,-0.32
2022-6-20 17:44:31.705,-9.44,0.01,-0.02,9.55,-0.01,-0.4,9.57,0.43,-0.14,9.59,0.02,-0.34,9.66,0.02,-0.36,-9.65,-0.57,0.1,9.55,-0.58,-0.25,9.69,-0.16,-0.29
2022-6-20 17:44:31.742,-9.44,0.01,-0.04,9.51,-0.01,-0.42,9.55,0.43,-0.15,9.6,0.02,-0.34,9.67,0.02,-0.33,-9.64,-0.56,0.11,9.54,-0.59,-0.28,9.68,-0.16,-0.27
2022-6-20 17:44:31.762,-9.45,0.02,0.0,9.55,0.0,-0.38,9.56,0.42,-0.15,9.58,0.03,-0.36,9.68,0.03,-0.39,-9.64,-0.57,0.11,9.54,-0.6,-0.25,9.68,-0.13,-0.29
2022-6-20 17:44:31.803,-9.44,0.0,-0.01,9.53,-0.02,-0.39,9.57,0.43,-0.14,9.58,0.01,-0.35,9.67,0.02,-0.34,-9.63,-0.56,0.11,9.53,-0.56,-0.27,9.69,-0.17,-0.26
2022-6-20 17:44:31.840,-9.45,0.02,-0.03,9.54,-0.03,-0.42,9.56,0.43,-0.16,9.6,0.03,-0.35,9.64,0.03,-0.38,-9.65,-0.55,0.1,9.56,-0.61,-0.24,9.68,-0.13,-0.28
2022-6-20 17:44:31.877,-9.43,0.01,0.0,9.52,-0.05,-0.39,9.59,0.43,-0.15,9.59,0.0,-0.34,9.65,0.03,-0.37,-9.64,-0.56,0.11,9.54,-0.58,-0.22,9.7,-0.17,-0.27
2022-6-20 17:44:31.902,-9.45,0.03,-0.01,9.54,-0.02,-0.4,9.56,0.42,-0.13,9.59,0.02,-0.36,9.67,0.02,-0.35,-9.64,-0.55,0.09,9.55,-0.59,-0.25,9.68,-0.16,-0.28
2022-6-20 17:44:31.935,-9.44,0.01,-0.02,9.56,-0.04,-0.42,9.56,0.44,-0.16,9.61,0.02,-0.36,9.68,0.02,-0.37,-9.63,-0.56,0.08,9.55,-0.57,-0.25,9.68,-0.16,-0.28
2022-6-20 17:44:31.972,-9.44,0.01,0.0,9.51,-0.02,-0.4,9.58,0.41,-0.15,9.58,0.02,-0.37,9.67,0.01,-0.37,-9.64,-0.55,0.11,9.54,-0.58,-0.26,9.67,-0.15,-0.29
2022-6-20 17:44:32.000,-9.44,0.03,-0.03,9.55,-0.02,-0.38,9.56,0.42,-0.15,9.6,0.03,-0.36,9.66,0.02,-0.36,-9.65,-0.56,0.11,9.54,-0.59,-0.27,9.7,-0.14,-0.28
2022-6-20 17:44:32.026,-9.44,0.03,-0.02,9.52,-0.03,-0.4,9.58,0.43,-0.18,9.59,0.02,-0.34,9.67,0.03,-0.39,-9.65,-0.57,0.09,9.55,-0.58,-0.25,9.68,-0.15,-0.28
2022-6-20 17:44:32.058,-9.43,0.02,0.0,9.55,-0.01,-0.41,9.59,0.4,-0.15,9.59,0.01,-0.36,9.67,0.01,-0.37,-9.63,-0.56,0.13,9.53,-0.6,-0.23,9.69,-0.16,-0.27
2022-6-20 17:44:32.095,-9.46,0.0,-0.01,9.53,-0.03,-0.4,9.57,0.43,-0.15,9.59,0.03,-0.37,9.68,0.02,-0.34,-9.64,-0.57,0.11,9.53,-0.59,-0.23,9.7,-0.17,-0.28
2022-6-20 17:44:32.131,-9.45,0.02,-0.02,9.55,0.0,-0.43,9.58,0.44,-0.14,9.6,0.0,-0.34,9.68,0.04,-0.38,-9.65,-0.56,0.11,9.55,-0.59,-0.27,9.67,-0.17,-0.28
2022-6-20 17:44:32.165,-9.44,0.0,-0.02,9.53,-0.03,-0.39,9.56,0.44,-0.15,9.6,0.03,-0.38,9.68,0.02,-0.38,-9.66,-0.57,0.09,9.54,-0.59,-0.26,9.69,-0.15,-0.31
2022-6-20 17:44:32.198,-9.44,0.01,-0.02,9.54,-0.02,-0.39,9.55,0.42,-0.13,9.59,0.01,-0.36,9.68,0.01,-0.35,-9.63,-0.56,0.13,9.54,-0.57,-0.23,9.68,-0.15,-0.3
2022-6-20 17:44:32.236,-9.43,0.0,0.0,9.54,-0.01,-0.42,9.56,0.42,-0.15,9.6,0.01,-0.35,9.67,0.01,-0.36,-9.64,-0.54,0.11,9.55,-0.59,-0.27,9.68,-0.16,-0.28
2022-6-20 17:44:32.268,-9.44,0.02,0.0,9.54,-0.02,-0.41,9.56,0.45,-0.15,9.6,0.03,-0.37,9.66,0.03,-0.38,-9.65,-0.57,0.08,9.54,-0.59,-0.25,9.7,-0.16,-0.3
2022-6-20 17:44:32.292,-9.42,0.01,-0.01,9.52,-0.02,-0.42,9.58,0.4,-0.14,9.6,0.01,-0.35,9.68,0.01,-0.36,-9.64,-0.56,0.1,9.52,-0.58,-0.24,9.68,-0.16,-0.27
2022-6-20 17:44:32.330,-9.43,0.04,-0.04,9.55,-0.02,-0.42,9.56,0.43,-0.15,9.58,0.0,-0.35,9.67,0.02,-0.39,-9.64,-0.56,0.11,9.53,-0.58,-0.27,9.67,-0.17,-0.29
2022-6-20 17:44:32.366,-9.46,0.01,0.01,9.54,-0.01,-0.37,9.57,0.44,-0.15,9.59,0.03,-0.36,9.68,0.02,-0.4,-9.65,-0.56,0.12,9.54,-0.58,-0.23,9.68,-0.15,-0.3
2022-6-20 17:44:32.399,-9.45,0.02,-0.01,9.54,-0.02,-0.38,9.57,0.41,-0.13,9.6,0.0,-0.35,9.67,0.03,-0.33,-9.64,-0.56,0.11,9.54,-0.58,-0.25,9.68,-0.16,-0.24
2022-6-20 17:44:32.423,-9.43,0.01,0.0,9.55,0.0,-0.4,9.58,0.42,-0.16,9.59,0.02,-0.37,9.69,0.03,-0.36,-9.64,-0.57,0.07,9.54,-0.6,-0.25,9.7,-0.17,-0.27
2022-6-20 17:44:32.463,-9.45,0.0,0.0,9.53,-0.02,-0.35,9.57,0.44,-0.14,9.6,0.03,-0.35,9.67,0.03,-0.36,-9.65,-0.55,0.1,9.54,-0.58,-0.22,9.68,-0.15,-0.3
2022-6-20 17:44:32.500,-9.45,0.01,-0.01,9.54,-0.02,-0.39,9.56,0.44,-0.14,9.58,0.02,-0.38,9.65,0.02,-0.37,-9.64,-0.56,0.11,9.53,-0.57,-0.26,9.69,-0.15,-0.28
2022-6-20 17:44:32.525,-9.46,0.02,-0.01,9.56,-0.02,-0.39,9.56,0.43,-0.16,9.61,0.05,-0.37,9.68,0.04,-0.37,-9.64,-0.55,0.09,9.54,-0.59,-0.24,9.67,-0.15,-0.32
2022-6-20 17:44:32.566,-9.46,0.0,-0.02,9.54,-0.01,-0.4,9.57,0.42,-0.16,9.58,0.05,-0.35,9.66,0.02,-0.37,-9.64,-0.55,0.07,9.52,-0.58,-0.24,9.67,-0.14,-0.3
2022-6-20 17:44:32.600,-9.44,0.0,0.0,9.52,-0.03,-0.37,9.57,0.43,-0.14,9.6,0.01,-0.34,9.67,0.01,-0.34,-9.65,-0.57,0.11,9.53,-0.58,-0.26,9.69,-0.16,-0.29
2022-6-20 17:44:32.625,-9.45,0.01,0.0,9.54,-0.05,-0.38,9.57,0.44,-0.15,9.6,0.03,-0.37,9.67,0.05,-0.36,-9.64,-0.56,0.07,9.55,-0.58,-0.25,9.7,-0.16,-0.3
2022-6-20 17:44:32.665,-9.44,0.01,-0.01,9.53,-0.04,-0.4,9.57,0.43,-0.16,9.58,0.02,-0.37,9.68,0.01,-0.37,-9.65,-0.57,0.09,9.53,-0.59,-0.23,9.69,-0.18,-0.3
2022-6-20 17:44:32.700,-9.44,0.04,0.0,9.52,-0.01,-0.39,9.56,0.42,-0.13,9.62,0.05,-0.37,9.67,0.02,-0.35,-9.65,-0.57,0.11,9.56,-0.6,-0.25,9.69,-0.15,-0.31
2022-6-20 17:44:32.726,-9.42,0.01,-0.01,9.53,-0.02,-0.39,9.56,0.42,-0.15,9.6,0.02,-0.35,9.66,0.04,-0.37,-9.63,-0.56,0.11,9.54,-0.59,-0.26,9.68,-0.15,-0.29
2022-6-20 17:44:32.767,-9.45,0.02,0.0,9.52,-0.03,-0.4,9.57,0.42,-0.15,9.6,0.02,-0.35,9.67,0.02,-0.38,-9.63,-0.56,0.12,9.53,-0.58,-0.24,9.67,-0.15,-0.31
2022-6-20 17:44:32.800,-9.44,0.0,0.0,9.53,-0.04,-0.4,9.57,0.43,-0.14,9.58,0.03,-0.33,9.67,0.01,-0.34,-9.64,-0.56,0.11,9.55,-0.57,-0.26,9.68,-0.16,-0.28
2022-6-20 17:44:32.826,-9.45,0.0,-0.03,9.53,-0.04,-0.4,9.56,0.41,-0.16,9.59,0.02,-0.35,9.67,0.01,-0.37,-9.64,-0.56,0.09,9.53,-0.59,-0.24,9.7,-0.16,-0.28
2022-6-20 17:44:32.868,-9.44,0.03,-0.01,9.54,-0.02,-0.39,9.56,0.45,-0.15,9.58,0.02,-0.37,9.65,0.05,-0.38,-9.63,-0.56,0.11,9.54,-0.58,-0.24,9.67,-0.15,-0.3
2022-6-20 17:44:32.901,-9.43,0.04,0.0,9.53,-0.03,-0.37,9.56,0.41,-0.15,9.6,0.02,-0.35,9.66,0.03,-0.36,-9.66,-0.56,0.11,9.55,-0.59,-0.26,9.69,-0.16,-0.28
2022-6-20 17:44:32.926,-9.44,0.0,-0.02,9.55,-0.03,-0.4,9.56,0.42,-0.15,9.61,0.01,-0.36,9.67,0.02,-0.38,-9.64,-0.57,0.09,9.54,-0.59,-0.26,9.69,-0.15,-0.3
2022-6-20 17:44:32.967,-9.45,0.02,-0.02,9.53,-0.03,-0.4,9.59,0.4,-0.15,9.62,0.02,-0.36,9.68,0.03,-0.39,-9.64,-0.56,0.12,9.55,-0.59,-0.24,9.68,-0.16,-0.3
2022-6-20 17:44:33.000,-9.43,0.02,0.0,9.51,-0.02,-0.39,9.57,0.44,-0.14,9.59,0.03,-0.34,9.66,0.01,-0.35,-9.66,-0.57,0.09,9.54,-0.59,-0.23,9.69,-0.14,-0.28
2022-6-20 17:44:33.027,-9.45,0.0,-0.01,9.56,0.0,-0.42,9.57,0.44,-0.16,9.59,0.03,-0.35,9.66,0.03,-0.34,-9.64,-0.56,0.1,9.52,-0.59,-0.25,9.69,-0.16,-0.3
2022-6-20 17:44:33.066,-9.45,0.03,0.0,9.55,-0.02,-0.4,9.55,0.44,-0.14,9.6,0.02,-0.38,9.67,0.02,-0.36,-9.63,-0.56,0.11,9.53,-0.58,-0.24,9.69,-0.16,-0.3
2022-6-20 17:44:33.103,-9.43,0.05,0.0,9.54,-0.02,-0.38,9.57,0.44,-0.14,9.6,0.03,-0.36,9.69,0.01,-0.34,-9.65,-0.56,0.13,9.55,-0.58,-0.25,9.69,-0.15,-0.32
2022-6-20 17:44:33.128,-9.43,0.0,-0.03,9.54,-0.03,-0.39,9.56,0.41,-0.15,9.59,0.02,-0.37,9.67,0.04,-0.39,-9.63,-0.56,0.09,9.54,-0.57,-0.26,9.68,-0.15,-0.29
2022-6-20 17:44:33.168,-9.46,0.01,0.0,9.54,-0.03,-0.4,9.56,0.4,-0.15,9.58,0.05,-0.36,9.69,0.02,-0.36,-9.63,-0.56,0.1,9.54,-0.58,-0.24,9.67,-0.15,-0.29
2022-6-20 17:44:33.201,-9.45,0.0,-0.02,9.54,-0.03,-0.4,9.58,0.42,-0.15,9.59,0.01,-0.37,9.65,0.03,-0.36,-9.63,-0.56,0.12,9.53,-0.59,-0.25,9.67,-0.15,-0.3
2022-6-20 17:44:33.226,-9.45,0.0,-0.02,9.55,-0.03,-0.4,9.58,0.44,-0.14,9.58,0.03,-0.35,9.68,0.01,-0.37,-9.65,-0.55,0.11,9.53,-0.58,-0.28,9.68,-0.16,-0.31
2022-6-20 17:44:33.266,-9.44,0.02,-0.02,9.54,-0.01,-0.4,9.57,0.42,-0.14,9.58,0.01,-0.37,9.67,0.03,-0.37,-9.62,-0.58,0.1,9.56,-0.59,-0.23,9.69,-0.15,-0.29
2022-6-20 17:44:33.304,-9.44,0.01,-0.01,9.54,-0.01,-0.4,9.57,0.42,-0.14,9.59,0.01,-0.34,9.67,0.01,-0.33,-9.66,-0.56,0.13,9.55,-0.59,-0.24,9.7,-0.14,-0.29
2022-6-20 17:44:33.325,-9.45,0.02,0.0,9.55,-0.01,-0.4,9.56,0.41,-0.16,9.6,0.03,-0.36,9.66,0.03,-0.35,-9.63,-0.56,0.11,9.52,-0.61,-0.26,9.7,-0.13,-0.32
2022-6-20 17:44:33.366,-9.42,0.0,-0.02,9.53,0.0,-0.37,9.57,0.44,-0.15,9.59,0.01,-0.37,9.68,0.04,-0.4,-9.63,-0.56,0.11,9.53,-0.58,-0.23,9.68,-0.16,-0.32
2022-6-20 17:44:33.402,-9.45,0.01,0.0,9.53,-0.03,-0.38,9.57,0.44,-0.14,9.61,0.01,-0.36,9.68,0.02,-0.34,-9.64,-0.54,0.11,9.52,-0.56,-0.27,9.68,-0.15,-0.29
2022-6-20 17:44:33.427,-9.44,0.02,-0.02,9.53,-0.03,-0.38,9.55,0.43,-0.18,9.59,0.03,-0.35,9.69,0.01,-0.35,-9.66,-0.56,0.08,9.55,-0.58,-0.24,9.68,-0.16,-0.26
2022-6-20 17:44:33.466,-9.43,-0.01,-0.02,9.54,-0.04,-0.37,9.57,0.42,-0.14,9.61,0.03,-0.36,9.65,0.06,-0.4,-9.65,-0.56,0.11,9.52,-0.6,-0.26,9.68,-0.16,-0.29
2022-6-20 17:44:33.504,-9.44,0.02,-0.02,9.56,-0.01,-0.39,9.57,0.44,-0.15,9.6,0.02,-0.34,9.71,0.02,-0.34,-9.64,-0.56,0.11,9.55,-0.58,-0.25,9.67,-0.16,-0.28
2022-6-20 17:44:33.526,-9.44,0.01,-0.01,9.53,-0.01,-0.4,9.56,0.43,-0.15,9.59,0.02,-0.36,9.67,0.01,-0.36,-9.64,-0.57,0.08,9.54,-0.58,-0.26,9.68,-0.16,-0.28
2022-6-20 17:44:33.566,-9.43,0.01,0.0,9.54,-0.02,-0.41,9.56,0.43,-0.14,9.6,0.01,-0.37,9.68,0.03,-0.36,-9.64,-0.55,0.1,9.53,-0.57,-0.23,9.69,-0.16,-0.28
2022-6-20 17:44:33.603,-9.43,0.0,0.0,9.53,-0.03,-0.38,9.58,0.42,-0.14,9.6,0.02,-0.35,9.69,0.01,-0.33,-9.65,-0.57,0.09,9.55,-0.58,-0.26,9.69,-0.13,-0.32
2022-6-20 17:44:33.627,-9.45,0.02,-0.02,9.53,-0.01,-0.42,9.57,0.45,-0.15,9.58,0.02,-0.34,9.68,0.01,-0.37,-9.65,-0.56,0.1,9.55,-0.57,-0.28,9.66,-0.16,-0.29
2022-6-20 17:44:33.665,-9.46,0.05,0.0,9.54,-0.01,-0.4,9.57,0.41,-0.13,9.59,0.0,-0.38,9.69,0.01,-0.38,-9.65,-0.56,0.14,9.56,-0.58,-0.26,9.69,-0.15,-0.32
2022-6-20 17:44:33.704,-9.44,0.03,-0.02,9.54,-0.01,-0.37,9.54,0.43,-0.13,9.59,0.01,-0.35,9.65,0.02,-0.35,-9.64,-0.57,0.11,9.54,-0.57,-0.25,9.68,-0.15,-0.26
2022-6-20 17:44:33.727,-9.44,0.04,-0.01,9.51,-0.04,-0.42,9.57,0.44,-0.16,9.61,0.04,-0.34,9.69,0.03,-0.36,-9.64,-0.57,0.1,9.54,-0.58,-0.24,9.7,-0.16,-0.31
2022-6-20 17:44:33.766,-9.43,0.04,0.0,9.52,0.0,-0.38,9.56,0.44,-0.16,9.59,0.01,-0.33,9.67,0.02,-0.37,-9.63,-0.56,0.11,9.54,-0.57,-0.24,9.68,-0.16,-0.29
2022-6-20 17:44:33.803,-9.44,0.01,-0.03,9.54,-0.01,-0.37,9.58,0.43,-0.15,9.6,0.03,-0.32,9.68,0.02,-0.37,-9.64,-0.58,0.1,9.54,-0.57,-0.23,9.67,-0.17,-0.26
2022-6-20 17:44:33.827,-9.43,0.01,-0.02,9.52,-0.02,-0.38,9.57,0.41,-0.15,9.59,0.02,-0.34,9.67,0.02,-0.36,-9.64,-0.57,0.11,9.54,-0.6,-0.26,9.68,-0.15,-0.31
2022-6-20 17:44:33.866,-9.43,0.04,-0.01,9.52,-0.01,-0.4,9.57,0.4,-0.17,9.61,0.03,-0.35,9.68,0.01,-0.35,-9.63,-0.55,0.12,9.55,-0.56,-0.26,9.68,-0.15,-0.29
2022-6-20 17:44:33.902,-9.46,0.0,0.0,9.55,-0.03,-0.41,9.55,0.41,-0.15,9.59,0.0,-0.34,9.69,0.02,-0.33,-9.64,-0.57,0.12,9.53,-0.59,-0.24,9.67,-0.16,-0.27
2022-6-20 17:44:33.927,-9.42,0.0,-0.01,9.54,-0.01,-0.4,9.56,0.42,-0.16,9.59,0.04,-0.34,9.66,0.03,-0.36,-9.64,-0.56,0.1,9.55,-0.58,-0.25,9.68,-0.17,-0.3
2022-6-20 17:44:33.967,-9.45,0.01,-0.03,9.54,0.0,-0.39,9.57,0.41,-0.16,9.6,0.03,-0.36,9.67,0.04,-0.37,-9.64,-0.56,0.12,9.52,-0.56,-0.26,9.68,-0.17,-0.3
2022-6-20 17:44:34.000,-9.44,0.02,-0.01,9.52,-0.02,-0.39,9.56,0.43,-0.13,9.59,0.0,-0.36,9.68,0.02,-0.36,-9.65,-0.55,0.12,9.54,-0.56,-0.26,9.7,-0.15,-0.27
2022-6-20 17:44:34.025,-9.44,0.0,0.0,9.56,-0.02,-0.4,9.57,0.44,-0.15,9.61,0.03,-0.38,9.67,0.04,-0.36,-9.65,-0.56,0.11,9.53,-0.59,-0.27,9.68,-0.15,-0.3
2022-6-20 17:44:34.063,-9.44,0.04,-0.02,9.55,-0.02,-0.37,9.57,0.42,-0.14,9.59,0.0,-0.35,9.68,0.02,-0.38,-9.64,-0.57,0.11,9.55,-0.58,-0.21,9.68,-0.17,-0.32
2022-6-20 17:44:34.100,-9.45,0.0,-0.01,9.53,-0.04,-0.37,9.56,0.44,-0.13,9.59,0.03,-0.34,9.66,0.02,-0.34,-9.65,-0.56,0.1,9.54,-0.58,-0.24,9.67,-0.16,-0.27
2022-6-20 17:44:34.124,-9.43,0.0,-0.02,9.54,-0.01,-0.37,9.56,0.42,-0.15,9.61,0.02,-0.36,9.68,0.02,-0.34,-9.64,-0.56,0.11,9.55,-0.58,-0.25,9.68,-0.17,-0.29
2022-6-20 17:44:34.165,-9.45,0.03,-0.01,9.54,-0.01,-0.42,9.57,0.42,-0.15,9.6,0.01,-0.34,9.67,0.04,-0.36,-9.65,-0.57,0.12,9.53,-0.56,-0.27,9.68,-0.14,-0.3
2022-6-20 17:44:34.190,-9.44,0.01,0.0,9.53,-0.02,-0.4,9.57,0.41,-0.15,9.6,0.04,-0.35,9.65,0.03,-0.36,-9.64,-0.57,0.1,9.55,-0.56,-0.25,9.69,-0.15,-0.3
2022-6-20 17:44:34.230,-9.43,0.02,-0.03,9.55,-0.02,-0.37,9.56,0.43,-0.16,9.6,0.02,-0.35,9.67,0.02,-0.37,-9.64,-0.57,0.08,9.54,-0.57,-0.28,9.69,-0.16,-0.29
2022-6-20 17:44:34.268,-9.43,0.0,-0.01,9.53,-0.02,-0.4,9.56,0.43,-0.14,9.61,0.03,-0.35,9.67,0.02,-0.37,-9.65,-0.56,0.07,9.54,-0.59,-0.24,9.7,-0.16,-0.32
